pageid,title
6146151,Tamim bin Hamad Al Thani
30578480,Mohammed Saleh Al Sada
39168704,Khalid bin Mohammad Al Attiyah
45161212,Saad Sherida al-Kaabi
49695374,Mohammed bin Abdulrahman bin Jassim Al Thani
62995493,Khalid bin Khalifa bin Abdul Aziz Al Thani
63165803,Hanan Mohamed Al Kuwari
66012194,Ali bin Ahmed Al Kuwari
69283093,Ali bin Samikh Al Marri
